1938647;9.3;5.9;7.5;4.9
1243742;8.3;6.8;7.0;5.3
1807835;10.;0.84;5.6;2.6
2358907;4.4;6.8;4.6;8.4
3220897;7.2;3.2;6.3;3.9
1386834;10.;5.4;6.0;5.3
2463590;10.;7.4;7.0;6.3
2455791;8.5;9.0;7.0;7.2
1081431;9.9;5.8;7.5;4.1
3165299;5.6;7.7;6.2;7.7
1317717;7.0;5.7;1.5;5.5
2857515;2.7;3.0;6.6;6.6
2670730;9.6;6.6;3.3;9.8
3357008;6.9;5.9;8.2;5.9
1985296;7.2;5.2;7.1;6.9
2634123;8.4;3.0;9.5;5.4
3293555;7.2;4.4;8.5;5.8
1730720;8.9;7.2;5.8;9.3
1244654;6.7;8.4;6.2;5.7
2554839;9.1;9.2;4.3;3.3
3989795;5.4;7.6;2.1;6.9
3540342;5.9;5.9;4.4;5.1
2447400;10.;4.0;4.8;5.5
3641852;6.3;0.50;6.7;2.0
2670471;6.5;7.1;6.2;7.6
1525475;8.8;6.8;5.1;3.6
2519495;10.;8.0;6.3;7.6
3126773;9.4;5.7;8.6;5.1
3753307;5.1;3.7;4.9;8.5
2370592;7.1;7.5;3.2;3.1
3802235;9.8;7.6;6.9;8.5
3199420;8.5;8.9;6.4;8.1
3825197;8.2;2.9;5.3;4.9
1933176;10.;7.4;8.6;6.9
3405335;6.0;2.0;5.4;7.2
1581459;8.5;2.1;3.0;5.7
2300042;6.4;8.4;7.7;5.9
1705537;2.2;2.3;5.0;3.2
3315877;3.7;4.8;6.8;7.4
2532229;9.2;4.0;9.4;5.8
1710100;8.3;8.0;9.9;3.7
2920835;3.1;2.3;5.9;7.2
2679124;8.7;4.9;6.3;2.9
1430078;9.4;6.2;6.7;8.7
1519359;3.1;6.4;2.8;9.6
3848801;3.8;7.5;5.7;10.
2955645;5.0;4.9;7.1;6.3
1038132;8.2;6.0;9.8;6.1
1345084;5.8;4.7;3.8;7.5
3145343;5.4;5.8;5.8;10.
2702007;5.8;5.9;4.9;6.4
2565089;5.7;2.5;8.1;7.9
2594980;8.0;6.4;5.2;9.5
1403542;8.7;6.5;5.1;6.5
2375707;7.3;6.8;4.9;7.8
1077137;8.8;4.6;10.;5.8
3037125;6.1;2.0;7.2;2.4
2380525;7.7;5.8;3.5;4.1
2738557;7.9;6.1;9.3;5.1
3575771;3.2;5.1;5.0;10.
1650885;8.4;4.2;2.4;8.7
3003432;4.8;6.0;5.5;8.2
1046410;9.5;5.7;1.6;4.6
3060336;7.8;3.4;6.1;3.2
3322289;8.4;4.6;9.8;6.6
2511965;9.5;9.3;8.1;3.9
1000961;6.0;2.2;4.1;9.8
1826767;4.9;6.7;7.5;5.6
3217523;5.0;7.1;4.4;7.7
2250752;7.2;5.2;7.0;10.
2285891;7.2;8.0;8.5;8.4
3194077;4.3;5.6;6.0;10.
2216747;7.4;3.4;10.;10.
3412735;9.5;2.4;3.8;6.1
2218067;6.1;7.1;9.4;5.8
1916840;7.2;5.8;9.8;5.2
3057225;6.0;4.9;2.6;6.0
2067838;7.4;6.7;5.1;8.2
2362578;4.7;1.9;7.6;4.7
1571118;6.8;4.3;9.4;8.0
3656971;10.;5.1;10.;4.1
1997015;3.2;5.6;8.1;9.1
3027778;9.8;9.6;4.1;6.4
2802024;8.6;4.9;3.3;7.1
2529939;4.9;8.6;5.2;3.8
2840862;6.3;0.50;5.9;8.2
1369664;9.2;5.6;3.8;6.7
3398470;9.8;0.87;6.5;7.2
2861556;7.8;4.1;3.4;4.8
1810818;6.2;7.0;6.2;5.1
2100829;4.3;4.8;3.9;6.4
1021830;6.9;5.8;7.5;7.1
2863631;8.5;5.8;3.8;3.4
3104169;8.6;7.6;8.0;8.5
3095045;6.1;7.1;8.1;1.9
3018488;6.9;5.5;0.50;2.3
3814467;6.3;4.7;7.1;8.8
2136487;4.8;8.1;6.2;3.5
3161212;6.2;7.2;5.8;9.4
1736926;2.2;7.6;2.6;10.
3044999;5.3;4.6;4.1;5.6
2761955;8.2;4.8;1.8;8.3
2057638;10.;0.50;9.6;4.9
1728592;6.0;5.1;6.4;8.1
1998869;8.2;9.9;8.3;5.0
1929801;3.5;3.4;5.0;10.
3623972;10.;4.5;2.7;3.6
3034787;5.4;8.6;7.5;6.3
3388085;8.7;6.7;7.2;7.1
3546793;9.5;2.1;3.3;8.8
1922162;9.3;5.7;6.4;2.3
2008204;9.5;2.0;5.3;10.
2328842;7.3;5.5;8.6;5.7
3967258;8.9;5.2;7.4;6.6
2293347;2.1;0.98;3.5;9.8
2081494;6.2;0.50;7.5;5.7
3586862;10.;5.6;6.5;6.7
2042377;8.1;4.6;6.6;9.5
2289401;6.7;6.7;4.9;4.0
3559566;7.6;6.3;6.1;4.3
2204433;8.2;7.3;3.5;5.7
1452554;7.5;4.9;4.4;4.8
1215336;8.6;3.4;10.;6.0
1192313;6.5;4.6;6.4;6.2
2963820;4.1;6.6;10.;2.5
2955907;10.;4.2;2.3;5.4
2242404;3.8;6.8;1.4;9.2
1232364;6.0;3.2;3.7;6.5
1287288;7.3;0.50;8.2;5.1
2430123;8.4;4.8;1.9;5.7
2917284;7.3;6.2;7.8;0.50
3848168;6.3;3.5;4.4;3.8
2625547;7.3;5.5;4.2;6.3
1168550;4.2;5.3;5.6;4.5
1461006;6.1;4.1;2.2;8.2
2828161;6.6;0.75;3.4;7.6
1361623;5.7;6.0;3.4;6.7
2622065;9.3;3.5;4.1;4.3
1419405;10.;4.6;5.7;3.7
1440733;8.5;10.;0.50;5.7
2830076;9.6;4.2;7.3;5.1
2696833;4.9;6.7;8.7;10.
2349435;8.5;3.9;5.9;7.1
2973149;10.;3.2;3.3;7.1
1633994;4.9;8.0;4.8;5.5
1393046;8.3;5.9;3.9;6.9
2321454;6.3;5.9;8.9;5.8
1018116;9.6;4.7;10.;5.6
2692443;5.4;6.3;7.1;7.4
3633599;8.6;4.7;8.8;7.0
3520135;4.3;2.2;6.0;7.8
2153677;10.;5.2;3.1;4.3
3084962;3.9;3.5;2.9;4.8
2317691;3.1;7.1;4.2;0.94
1629657;8.6;7.4;6.1;8.8
2388535;10.;4.7;3.9;1.7
1621639;5.3;4.8;6.5;5.4
1394874;10.;6.0;1.8;0.50
1740121;7.6;6.3;6.9;7.2
2197361;10.;4.2;9.3;10.
1706482;10.;0.50;5.5;9.7
3048967;9.1;3.7;5.7;2.9
2575152;7.5;3.3;2.5;8.9
1197807;7.4;6.6;8.2;4.7
3448124;3.8;3.9;5.1;5.6
3453622;4.6;6.3;3.3;5.9
2056425;4.4;5.7;3.9;3.0
2445974;5.0;3.6;6.9;6.2
1434064;5.8;3.3;10.;6.8
2844118;2.8;0.69;5.6;4.2
3251485;6.7;4.6;7.3;9.6
3633854;6.2;6.5;8.0;8.0
3120186;10.;6.5;5.3;5.5
3333343;6.1;7.0;5.7;6.3
3668982;8.1;6.6;7.5;6.2
1110847;6.6;10.;7.1;4.7
3419371;3.0;9.3;2.8;3.4
2612954;6.9;4.1;6.1;3.9
1866807;9.0;3.5;8.0;9.3
1800068;10.;7.1;5.3;6.9
2365625;3.6;5.6;8.3;7.2
1048364;7.8;8.8;6.0;8.1
3065622;7.0;7.0;5.6;4.1
3800056;4.0;7.4;6.7;10.
1658608;10.;0.99;8.0;5.9
2891212;8.8;5.9;7.8;5.1
1157488;6.4;3.9;5.4;6.6
3900284;10.;10.;6.8;8.0
1387208;5.6;6.1;7.8;4.9
1829476;10.;6.0;9.1;10.
3014305;9.4;5.2;6.5;4.0
3838516;7.7;5.7;2.1;6.9
1416582;5.3;5.3;10.;5.2
1265839;1.2;4.6;7.7;8.4
2826274;7.1;4.1;4.0;7.5
2397365;8.0;6.5;8.7;9.1
3274314;9.3;5.6;8.7;7.1
2895634;6.0;6.0;7.1;7.8
2471559;8.2;6.3;8.6;4.9
2976638;5.8;3.8;10.;7.5
3542738;9.9;6.1;4.9;3.5
2890980;5.0;7.8;3.5;3.0
1163431;9.0;4.8;6.1;3.2
2492838;7.4;4.8;9.2;2.4
2293656;3.4;3.4;9.4;5.6
1454723;4.6;2.5;5.9;6.3
3361363;8.0;2.0;6.5;10.
3593392;8.0;5.5;7.0;2.0
3463015;6.1;5.6;10.;7.7
2030157;7.5;7.5;9.9;9.3
2400751;6.2;6.5;2.1;7.2
3783354;3.2;6.7;7.8;6.5
1333962;9.6;6.4;5.8;1.0
2745588;5.2;9.6;6.5;8.2
2796936;10.;5.8;7.0;4.1
2835994;5.2;8.5;4.6;9.7
3486861;7.9;10.;4.9;3.3
2180957;6.8;3.8;7.2;8.7
3645819;8.2;6.5;5.1;3.2
1757244;8.3;5.4;4.7;5.9
3798634;7.4;3.0;10.;7.8
3422277;7.0;7.2;5.2;5.0
3728566;5.1;3.6;6.2;8.7
1513967;10.;2.7;9.5;4.5
3660812;9.2;5.1;10.;6.6
2083417;8.0;8.8;8.2;2.4
3957395;4.7;5.1;8.3;6.3
2806436;10.;6.2;5.4;3.2
3719725;8.0;3.9;4.0;6.3
2227435;6.6;5.6;9.3;5.4
1490497;9.1;5.1;8.6;10.
2877269;7.1;4.8;6.1;9.2
3904346;6.8;3.8;7.7;5.7
2938184;3.9;6.8;3.5;5.2
3160776;4.5;8.5;10.;6.9
1577974;4.6;4.7;3.1;4.3
1418866;9.4;0.79;6.1;5.9
2441950;8.2;3.1;6.2;7.8
2772014;10.;5.6;8.9;4.8
1665614;5.9;6.2;3.9;8.6
1803869;6.7;3.4;5.4;7.9
1613345;7.9;7.6;6.9;8.1
2305103;6.2;10.;6.2;8.9
3170298;2.3;4.2;7.9;2.1
2934588;10.;4.1;6.6;9.7
1128570;9.6;4.6;3.7;5.9
3594703;7.6;4.1;8.3;5.8
3227177;10.;5.1;5.6;6.5
2846204;7.1;7.1;6.9;3.2
2222240;7.3;4.1;4.9;9.5
1157836;7.0;4.2;2.8;7.3
2183168;4.9;1.5;5.6;5.5
2306309;8.6;5.6;5.0;7.2
1245867;4.8;5.8;7.6;7.0
1764705;3.7;4.0;7.1;4.1
1701878;5.3;6.6;6.9;4.6
1300377;6.0;4.4;3.0;3.2
3075484;5.3;6.3;3.8;6.2
3155347;7.3;3.0;8.5;7.0
1670467;8.0;2.8;6.5;3.3
2192207;4.2;7.3;4.8;5.6
2933318;10.;5.3;5.5;6.9
2863098;8.2;2.1;4.0;3.3
1667421;6.8;6.4;6.8;5.2
1833523;4.3;6.5;9.8;5.1
3888917;5.9;6.7;3.6;2.3
2906048;3.5;9.5;2.3;3.6
1778187;8.8;7.0;4.3;6.8
2130972;7.7;7.5;3.4;8.8
3556395;6.1;2.3;5.1;6.1
2008015;4.5;4.7;5.9;7.8
2686149;8.5;5.4;4.7;8.5
2266641;5.7;4.3;5.0;6.4
3763299;8.3;7.8;5.0;6.4
2017216;7.5;1.2;7.3;8.3
2952638;7.6;5.3;8.8;6.7
2152856;7.4;4.8;5.9;8.7
2919127;6.6;10.;7.0;5.6
2131721;8.0;6.3;6.0;10.
2814559;10.;7.4;7.8;3.0
1697014;4.9;3.0;8.8;7.1
3732354;10.;5.7;3.5;5.2
1722683;8.9;7.2;5.3;7.3
2582648;5.0;6.4;7.3;5.6
3783746;6.3;9.1;8.6;8.3
3395542;10.;4.6;8.1;9.9
2789301;5.2;7.2;5.6;9.3
2212703;2.7;6.6;8.2;2.1
1456994;9.0;2.8;4.4;6.0
1597736;7.7;2.1;5.6;4.6
1443091;3.3;6.7;4.3;3.5
2483503;9.4;2.6;6.0;4.8
2815260;5.5;3.9;4.9;6.1
2184638;5.7;1.4;7.1;8.1
3138262;5.2;8.1;7.3;6.4
1473877;8.0;3.3;3.7;10.
1468780;4.7;2.2;4.9;5.2
